S.No,Name,Short Name,Branch Name,City/Area,Email,TIN No,NIC No,VAT No,Business Registration No,SMS Phone,Currency,Sales Type,Payment Terms,DOB,Discount,Credit Limit,Address,Salesman,Location,Tax Group,Sales Discount Account,Receivable Account,Prompt Payment Discount,Credit Allowed,Credit Status,Status,General Notes,Sales Group,Relationship Manager
260,Schumi Ntural Villa,0776281035,Schumi Ntural Villa,Kaluthara,,,,,-,0776281035,LKR,Retail,COD-IML,0000-00-00,0,0,Adagahana gala para  Uggalgoda  Kaluthara North.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
261,Villa Elegant Oasis,0771361445,Villa Elegant Oasis,Kaluthara,,,,,,0771361445,LKR,Retail,Bank Transfer,01/01/2025,0,0,"B03, Gurugoda, Horana.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
262,Dunali Mountains Hotel,0757709229,Dunali Mountains Hotel,Kaluthara,,,,,,0757709229,LKR,Retail,Bank Transfer,03/11/2025,0,0,"No.14, Dunali Upper Division, Galaha estate, Galaha.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
263,Ranvel Lanka Holdings (Pvt) Ltd.,0713090008,Ranvel Lanka Holdings (Pvt) Ltd.,Kaluthara,,,,,,0705606181,LKR,B Category - 15%,15 Days,22/09/2025,0,0,"No. 152, Bekkegama RD, Walana, Panadura.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
264,Ceyloni Panorama Resort,CM0011,Ceyloni Panorama Resort,Kandy,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,352H  Off Dharmaraja Mawatha  Kandy.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
265,Ceylony City Hotel,0812232400,Ceylony City Hotel,Kandy,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,No.21  Cross Street  Kandy.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
266,Dream House Residence,0773490138,Dream House Residence,Kandy,,,,,-,0773490138,LKR,Retail,COD-IML,0000-00-00,0,0,30/14  Hewaheta Road  Talwatte  Kandy.,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
267,Eco Knuckles,0774959750,Eco Knuckles,Kandy,,,,,-,0774959750,LKR,Retail,COD-IML,0000-00-00,0,0,No 70/4  Hakmana  Udispattuwa  20900.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
268,Feel Home,0777650520,Feel Home,Kandy,,,,,-,0777650520,LKR,Retail,COD-IML,0000-00-00,0,0,No 83  Heerassagala road  Kandy.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
269,Hotel Castle Palace,0719530547,Hotel Castle Palace,Kandy,,,,,-,0719530547,LKR,Retail,COD-IML,0000-00-00,0,0,94/4  Aluthwelagama  Teldeniya.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
270,Janora Hills,0773074575,Janora Hills,Kandy,,,,,-,0773074575,LKR,Retail,COD-IML,0000-00-00,0,0,22/8  Saranankara road  Kandy.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
271,Kandy Cabana Eco Resort,0711773337,Kandy Cabana Eco Resort,Kandy,,,,,-,0711773337,LKR,Retail,COD-IML,0000-00-00,0,0,"Udowita Rd, waligalla.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
272,Kandy City Stay ,0717662295,Kandy City Stay ,Kandy,,,,,-,0717662295,LKR,Retail,COD-IML,0000-00-00,0,0,No.155  Bandaranayake road  Kandy.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
273,Kandyan Manor,0777455914,Kandyan Manor,Kandy,,,,,-,0777455914,LKR,Retail,COD-IML,0000-00-00,0,0,214/3  Galagedara road  yatiwala  Katugastota.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
274,Mandaramnuwara Camping Resort,0761554185,Mandaramnuwara Camping Resort,Kandy,,,,,-,0761554185,LKR,Retail,COD-IML,0000-00-00,0,0,Medawela  Mandaram Nuwara.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
275,Queens Mount,CM0051,Queens Mount,Kandy,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,"No.103, Anagarika Dharmapala Mawatha, Kandy. (AB&#039;89 Kandy)",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
276,Queens Mount Ridge,0783784214,Queens Mount Ridge,Kandy,,,,,-,0778425609,LKR,Retail,COD-IML,0000-00-00,0,0,"No. 40/22D, Hilpankadura Mawatha, Kandy.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
277,S.N Ruwan Pathirana,CM0057,S.N Ruwan Pathirana,Kandy,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,23/A  George E De Silva Mawatha  Kandy.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
278,The Grand Hills Hotel,0766250115,The Grand Hills Hotel,Kandy,,,,,-,0766250115,LKR,Retail,COD-IML,0000-00-00,0,0,A240/169  Spring Hills State  Bowallawatha  Kandy.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
279,Villa Forest View ,0703322336,Villa Forest View ,Kandy,,,,,-,0703322336,LKR,Retail,COD-IML,0000-00-00,0,0,"50/17, Uplands, Kandy.",Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
280,Jaye&#039;s Home Stay,0771497728,Jaye&#039;s Home Stay,Kandy,,,,,,0771497728,LKR,Retail,COD-IML,02/09/2024,0,0,"Rasika Jayasena,
No 22/8,
Reservior Road,
Kandy.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
281,Laama Wellness (Pvt)Ltd.,0712639307,Laama Wellness (Pvt)Ltd.,Kandy,,,,,,0712639307,LKR,Retail,COD-IML,06/09/2024,0,0,"No 5,Temple Street,
Kandy.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
282,The Cloud Resort,0773818510,The Cloud Resort,Kandy,thecloudresort@gmail.com,,,,,0773818510,LKR,Retail,COD-IML,28/10/2024,0,0,"207/1, Balumgala RD, Kadugannawa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
283,Windy Ridge Kandy ,0773047771,Windy Ridge Kandy ,Kandy,,,,,,0773047771,LKR,Retail,15 Days,11/11/2024,0,0,"No. 50, Bahirawakanda Path, Kandy. 2000 ",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
284,Scentilla Hotel Suppliers (Pvt)ltd.,0771008833,Scentilla Hotel Suppliers (Pvt)ltd.,Kandy,,,,,,0771008833,LKR,B Category - 15%,30 Days,09/12/2024,0,100000,"23/A, Gorge ED Silva Mawatha, Kandy.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
285,Kandy Living Villa & Home Stay,CM0157,Kandy Living Villa & Home Stay,Kandy,,,,,,0776389397,LKR,Retail,COD-IML,09/01/2025,0,0,"No 51, Maithree Mw, Watapuluwa, Kandy.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
286,Mount Havana Resort,0759708590,Mount Havana Resort,Kandy,,,,,,0759708590,LKR,Retail,COD-IML,22/01/2025,0,0,"NO 28, Wattahena, Gampola",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
287,Villa Odel Ceylon,0766004228,Villa Odel Ceylon,Kandy,,,,,,0766004228,LKR,Retail,COD-IML,10/03/2025,0,0,"2/16A, Semanari Gardens, Ampitiya, Kandy.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
288,Sailor&#039;s Choice Apartment,0714048778,Sailor&#039;s Choice Apartment,Kandy,,,,,,0714048778,LKR,Retail,COD-IML,19/03/2025,0,0,"108, Lady Gordans Drive, Kandy.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
289,Daddy&#039;s Guest Home,0712017300,Daddy’s Guest Home,Kandy,,,,,,0712017300,LKR,Retail,COD-IML,21/03/2025,0,0,"Seethagagula gama, Nallathanniya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
290,360 View Point by Queens Mount,0778425609,360 View Point by Queens Mount,Kandy,,,,,,0778425609,LKR,Retail,15 Days,23/06/2025,0,0,"No.9, Keerthi Sri Rajasinghe Mawatha, Kandy. 
",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,75000,Good History,Active,,Hospitality - Retail,
291,Heritage Kandy City Bunglow,0777880281,Heritage Kandy City Bunglow,Kandy,,,,,,0777880281,LKR,Retail,COD-IML,25/06/2025,0,0,"No. 05, Sri Dalada, Thapovana  Road, Kandy.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
292,Sun Dove Suite,0777410161,Sun Dove Suite,Kandy,,,,,,0777410161,LKR,Retail,COD-IML,18/11/2024,0,0,"19, Keerthi Sri RajaSingha, Mavatha, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
293,Lush Breeze Kandy,0777371280,Lush Breeze Kandy,Kandy,,,,,,0777371280,LKR,Retail,COD-IML,02/12/2024,0,0,"No. 96/152 A, Rajapihilla Mawatha, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
294,Cliveland Residence,0768253654,Cliveland Residence,Kandy,,,,,,0768253654,LKR,Retail,COD-IML,16/12/2024,0,0,"No. 18, Galkanda RD, Aniwatte, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
295,The flame Tree Estate & Hotel,0771898586,The flame Tree Estate & Hotel,Kandy,,,,,,0771898586,LKR,Retail,COD-IML,23/12/2024,0,0,"Kandy, Galagedara.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
296,Lotus Lake Residance,0761891504,Lotus Lake Residance,Kandy,,,,,,0761891504,LKR,Retail,COD-IML,23/12/2024,0,0,"39/2, Rajapihilla Road, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
297,The Heaven&#039;s Villa,0773844757,The Heaven&#039;s Villa,Kandy,,,,,,0773844757,LKR,Retail,COD-IML,24/01/2025,0,0,"7, Richmond Hill Lane, Paradise Park, Hanthana, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
298,Heaven Breeze,0775734314,Heaven Breeze,Kandy,,,,,,0775734314,LKR,Retail,COD-IML,24/03/2025,0,0,"97/25, Sri Damma Siddi Mawatha, Asgiriya, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
299,Heaven Breeze,0775734314,Red Chillies Nature Inn,Kandy,,,,,,0775734314,LKR,Retail,COD-IML,24/03/2025,0,0,"97/25, Sri Damma Siddi Mawatha, Asgiriya, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
300,Serandians Life,0702377184,Serandians Life,Kandy,,,,,,0702377184,LKR,Retail,COD-IML,04/04/2025,0,0,"No. 30/14, Gothami Lane, Colombo 08",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
301,Avalong by Malwatta Hotel,0788826687,Avalong by Malwatta ,Kandy,,,,,,0788826687,LKR,Retail,COD-IML,08/04/2025,0,0,"338/George E de Silva MW, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
302,Kavi&#039;s Hideaway Resort,0712550221,Kavi&#039;s Hideaway Resort,Kandy,,,,,,0712550221,LKR,Retail,Bank Transfer,24/04/2025,0,0,"Kalvin C, Gangawaraliya, Palampitiya, Dedugala.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
303,Kothmale Nature Resort ,0701737350,Kothmale Nature Resort ,Kandy,,,,,,0701737350,LKR,Retail,COD-IML,09/05/2025,0,0,"No.120, Riverside, Mawathura.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,"Delivery Address: Sprinco (Pvt) Ltd, 154/1, Templers Road, Mount Lavinia.",Hospitality - Retail,
304,Tara Wellness ,0777606757,Tara Wellness ,Kandy,,,,,,0777606757,LKR,Retail,COD-IML,29/05/2025,0,0,"No.72, Dalada Veediya, Kandy",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,Please Add Mr.Ishans name when deliver,Hospitality - Retail,
305,Kandy Eden Falls,0773278897,Kandy Eden Falls,Kandy,,,,,,0773278897,LKR,Retail,COD-IML,02/06/2025,0,0,"Eden Grove Estate, Retiyagama, Udispattuwa, Teldeniya, Digana.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
306,Sanatha Suwaya Meditation & Retreat Center,0719203917,Sanatha Suwaya Meditation & Retreat Center,Kandy,,,,,,0719203917,LKR,Retail,COD-IML,13/06/2025,0,0,"No 112/1, Araliya Mawatha, Primrose garden, Kandy",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
307,K.S Cove ,0773590389,K.S Cove ,Kandy,,,,,,0773590389,LKR,Retail,COD-IML,17/07/2025,0,0,"No. 1/5, Nittawela Road, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
308,Villa 22,0713003400,Villa 22,Kandy,,,,,,0713003400,LKR,Retail,COD-IML,25/07/2025,0,0,"97/22, Sri Dhammasiddhi Mavatha, Asgiriya, Kandy",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
309,Hill paradise Hanthana,0766718206,Hill paradise Hanthana,Kandy,,,,,,0766718206,LKR,Retail,COD-IML,28/07/2025,0,0,"No,94, Paradise park, Hanthana, Kandy",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
310,Dinura Enterprises,0711551261,Dinura Enterprises Hotel Supplier,Kandy,,,,,,0711551261,LKR,B Category - 15%,30 Days,14/08/2025,0,0,"66/8, Thalatuoya Road, Ampitiya",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,100000,Good History,Active,,Hospitality - WS,
311,DB Marketing Services ,0777601280,DB Marketing Services ,Kandy,,,,,,0777601280,LKR,Retail,COD-IML,22/08/2025,0,0,"136/3A, Ampitiya Road, Pilimathalawa, Gurudeniya. ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
312,Casa Anu,7455222194,Casa Anu,Kandy,,,,,,,LKR,Retail,Bank Transfer,27/08/2025,0,0,"No.180, Baseline Road, Kadirana, 
Negombo",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
313,Kandy Royal Resort,0771007274,Kandy Royal Resort,Kandy,,,,,,0771007274,LKR,Retail,COD-IML,29/09/2025,0,0,"No. 229/16, Royal way,
Thalwatta, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
314,Echo Knuckles Hunnasgiriya,0714494112,Echo Knuckles Hunnasgiriya,Kandy,,,,,,0714494112,LKR,Retail,Bank Transfer,13/10/2025,0,0,"Divisional Hospital, Karandeniya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
315,Hillkandy,0772395275,Hillkandy,Kandy,,,,,,0772395275,LKR,Retail,COD-IML,22/10/2025,0,0,"NO. 53/B 10 Kanuwa road, Kengalla, Kandy",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
316,Grant Luxury Cabanas,0741047607,Grant Luxury Cabanas,Kandy,,,,,,0741047607,LKR,Retail,COD-IML,06/11/2025,0,0,"No.15/e, Narendrasingha Mawatha, Kundasale.

",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
317,Kay&#039;s Den,0775029900,Kay&#039;s Den,Kandy,,,,,,0755561679,LKR,Retail,COD-IML,10/11/2025,0,0,"No.280/1, Pahingamuwa, Hindagala, Peradeniya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
318,Jaya Tomadachi ,0779818548,Jaya Tomadachi ,Kandy,,,,,,0779818548,LKR,Retail,COD-IML,12/11/2025,0,0,"No.75/39 B, Heerassagala para, Heerassagala, 3 weni Ptumaga, Mulgampala, Mahanuwara.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
319,Villa Mount Melody ,0775183717,Villa Mount Melody ,Kandy,,,,,,0775183717,LKR,Retail,COD-IML,05/01/2026,0,0,"No. 17/1C Galkanda road, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
320,Ventina Hotel solution (pvt) Ltd,0756052670,A & V Hotel Suppliers,Kandy,,,,,,0756052670,LKR,B Category - 15%,15 Days,09/01/2026,0,0,"No. 323 G1, Siyabalagoda, Danture.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,"A & V Hotel Suppliers 
Pilimathalawa ",Hospitality - WS,
321,New Swiss Paradise,0777629529,New Swiss Paradise,Kandy,,,,,,0777629529,LKR,Retail,30 Days,05/08/2025,0,0,"No 444, Peradeniya Rd, Kandy.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
322,Mr.Chandana,0760701362,Mr.Chandana,Kandy,,,,,,0760701362,LKR,A Category - 18%,Bank Transfer,29/10/2025,0,0,"No.112/9, Heerassagala, Pilimathalawa.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
323,Yala Beddegama Eco,0773517193,Yala Beddegama Eco,Katharagama,,,,,,0773517193,LKR,Retail,COD-IML,15/12/2025,0,0,"653/3, Kavanthissapura, Thissamaharamaya",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
324,K.T.S Communication,0771222207,K.T.S Communication,Katharagama,,,,,,0771222207,LKR,Retail,COD-IML,10/12/2025,0,0,"Main steet, Tissamaharama ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
325,Diva Villa,0773702790,Diva Villa,Katunayeka,,,,,,0773702790,LKR,Retail,Bank Transfer,03/07/2025,0,0,"No 548/23a, 10th lane, Daminnagahawtta, Kimbulapitiya, Katunayke.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
326,Flood Bay Guest,0715603103,Flood Bay Guest,Katunayeka,,,,,,0715603103,LKR,Retail,COD-IML,24/10/2025,0,0,"Kovinna, Adiambalama, Katunayaka",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
327,Lakuyana Kabana ,0771908272,Luck Uyana Kabana ,Kegalla,,,,,,0771908272,LKR,Retail,15 Days,13/09/2024,0,0,"Randeniya, Hiriwadunna, Sri Lanka",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
328,Salon Senari ,0772582080,Salon Senari ,Kegalla,,,,,,0772582080,LKR,Retail,COD-IML,17/03/2025,0,0,"Salon senari, Colombo road, Kithulgala.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
329,Kanangama Rock Challets,0714487757 ,Kanangama Rock Challets,Kegalla,,,,,,0714487757 ,LKR,Retail,COD-IML,14/08/2025,0,0,"Kanangama Estate, Dehiowita.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
330,Trance Rabara Resort,0712391717,Trance Rabara Resort,Kegalla,,,,,,0712391717,LKR,Retail,COD-IML,23/04/2025,0,0,"No.1, Kabulumulla, Yatiyanthota.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
331,Hotel Shans,0774063100,Hotel Shans,Kegalla,,,,,,0774063100,LKR,Retail,Bank Transfer,12/09/2025,0,0,"Galigamuwa Town, Kegalle.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
332,Eco Vibe Resort,0779419258,Eco Vibe Resort,Kelaniya,,,,,-,0779419258,LKR,Retail,COD-IML,0000-00-00,0,0,No. 100  Kandy Road  Dalugala  Kelaniya.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
333,Smart Solution Eco Pack,0717453132,Smart Solution Eco Pack,Kelaniya,,,,,,0717453132,LKR,Retail,15 Days,17/04/2025,0,0,"No 130/E, Dewal Road, Makola North, Makola.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
334,Standard Holdings (Pvt) Ltd.,0770155186,Standard Holdings (Pvt) Ltd.,Kelaniya,,,,,,0770155186,LKR,B Category - 15%,Cash Only,11/11/2025,0,0,"No. 375, Kohalvila Road, Kelaniya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
335,Contianer Villa Collection,0715978715,Contianer Villa Collection,Kelaniya,,,,,,0715978715,LKR,Retail,COD-IML,01/04/2025,0,0,"643/15 Ihala Biyanvila, Kadawatha.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
336,Isleleaf (Pvt)Ltd,0702528751,Isleleaf (Pvt)Ltd,Kelaniya,,,,,,0702528748,LKR,Retail,COD-IML,08/10/2025,0,0,"No 423/1A/1, Koskumbura Road, Gonawala, Kelaniya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
337,Blue Hill Hotel Supplies Co (Pvt) Ltd.,0777308485,Blue Hill Hotel Supplies Co (Pvt) Ltd.,Kelaniya,,,,,,0777308485,LKR,A Category - 18%,30 Days,06/01/2026,0,0,"No 357, Kahatagawatta Lane, Waragoda RD, Kelaniya.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
338,H. Jagath Itan,0760653718,H. Jagath Itan,Kurunegala,,,,,,0762231020,LKR,Retail,COD-IML,16/01/2025,0,0,"No. 161/2, Halugama, Mirigama.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
339,Piyara Global Ventures PVT LTD,0771392271,Piyara Global Ventures PVT LTD,Kurunegala,,,,,,0770272796,LKR,Retail,COD-IML,12/09/2025,0,0,"Rambawewa, Kanattewewa, Wariyapola.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
340,Paddy view garden resort,0776212872,Paddy view garden resort,Kurunegala,,,,,,0776212872,LKR,Retail,COD-IML,03/11/2025,0,0,"Webode Kumburewaththa, Medagoda, Narammala.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
341,Mapa Group,0775000916,Mapa Group,Kurunegala,,,,,,0775000916,LKR,Retail,COD-IML,01/12/2025,0,0,"Madagalla road, Ibbagamuwa, Kurunegala.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
342,Elephyard Retreat,0777200203,Elephyard Retreat,Mahiyanganaya,,,,,-,0777200203,LKR,Retail,COD-IML,0000-00-00,0,0,"Sorabora Road, Mahiyangana.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
343,National Holiday Resort,0779600916,National Holiday Resort,Mahiyanganaya,,,,,,0779600916,LKR,Retail,COD-IML,19/11/2025,0,0,"Mapakadawewa, Mahiyangana.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
344,Bed Garage,0743380460,Bed Garage,Matale,,,,,,0743380460,LKR,Retail,COD-IML,21/07/2025,0,0,"No 626, Main Street, Matale",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
345,Udugama Walawwa,0765888891,Udugama Walawwa,Matale,,,,,,0765888891,LKR,Retail,COD-IML,18/11/2025,0,0,"Udugama Walawwa, Palapathwala, Matale.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
